iter	Logloss
428	0.1147387339
429	0.1146964509
430	0.1146209551
431	0.11452452
432	0.1144652885
433	0.1142968717
434	0.1142277096
435	0.1141262262
436	0.1140723643
437	0.113983372
438	0.1138511326
439	0.1137327215
440	0.113682353
441	0.1134674445
442	0.1133076212
443	0.1132516446
444	0.1131036489
445	0.1130830205
446	0.1129895397
447	0.1129573532
448	0.1128414403
449	0.1127591133
450	0.1127008148
451	0.112611045
452	0.112562646
453	0.1125186008
454	0.1124456862
455	0.1123147529
456	0.112217333
457	0.1120856016
458	0.112042738
459	0.1119906799
460	0.1118651473
461	0.111766981
462	0.1116777814
463	0.1116023271
464	0.1115318278
465	0.1114953083
466	0.1112937098
467	0.1112219562
468	0.1111210533
469	0.1110024867
470	0.1108721754
471	0.1108470689
472	0.1106930816
473	0.1106842186
474	0.1104738505
475	0.1103325305
476	0.1102626531
477	0.1102387801
478	0.1101938331
479	0.1101780456
480	0.110159563
481	0.1101186897
482	0.1099578194
483	0.109909721
484	0.1098891859
485	0.1098072114
486	0.109674972
487	0.1095389283
488	0.1094801944
489	0.1094209008
490	0.1093155301
491	0.1091717015
492	0.1090839738
493	0.108968828
494	0.1089474429
495	0.1088690965
496	0.1088284513
497	0.108747503
498	0.1086748579
499	0.1085674659
500	0.1085540834
501	0.1085432716
502	0.1085261055
503	0.1084634014
504	0.1083709883
505	0.1083511995
506	0.1083015152
507	0.1082349031
508	0.108129605
509	0.108087125
510	0.1080229593
511	0.1080026627
512	0.1078491107
513	0.1078329916
514	0.1077616111
515	0.1077183537
516	0.107679875
517	0.1076140404
518	0.1075938577
519	0.1075805685
520	0.107354641
521	0.1072886716
522	0.1070974288
523	0.107066424
524	0.107054047
525	0.1070365387
526	0.1068998212
527	0.1068484887
528	0.1068133686
529	0.1067631245
530	0.1066689595
531	0.1066475537
532	0.1065133966
533	0.1064990811
534	0.1063406986
535	0.1062201417
536	0.106130911
537	0.1060420949
538	0.1060044454
539	0.1059928562
540	0.105970165
541	0.1057957566
542	0.1057458339
543	0.1055913904
544	0.1054966968
545	0.1054836771
546	0.1053960012
547	0.1052888269
548	0.1052730083
549	0.1052360742
550	0.1049585135
551	0.1049042059
552	0.1048732426
553	0.1046828498
554	0.1046689075
555	0.1045889025
556	0.1045730218
557	0.1045186623
558	0.1044791263
559	0.1043681476
560	0.1043533657
561	0.1041812689
562	0.104166715
563	0.1041523892
564	0.1040247212
565	0.1039170182
566	0.1038825616
567	0.1038276009
568	0.1036915157
569	0.1036802582
570	0.1035715393
571	0.1035401821
572	0.1034100056
573	0.1032654721
574	0.1030868758
575	0.1030467282
576	0.1029916328
577	0.1028994685
578	0.1027776677
579	0.1027455745
580	0.1026530991
581	0.1024426792
582	0.102425399
583	0.1024145873
584	0.1023997224
585	0.1023601034
586	0.1023500069
587	0.1023080971
588	0.1021118993
589	0.1021025284
590	0.1020924734
591	0.1019796703
592	0.1019667957
593	0.1018626379
594	0.1018505304
595	0.1016871411
596	0.1015818741
597	0.1015705026
598	0.1015395289
599	0.1014838219
600	0.1014548177
601	0.1013996394
602	0.1012566193
603	0.1012137247
604	0.1011528347
605	0.1010695644
606	0.100978219
607	0.1008718117
608	0.1007478652
609	0.1007048565
610	0.1006825074
611	0.1005084307
612	0.1004945092
613	0.1003505562
614	0.1003091854
615	0.1002885466
616	0.1001215085
617	0.1000912293
618	0.100050128
619	0.09981259056
620	0.0997004198
621	0.09966640887
622	0.09965473673
623	0.09945761639
624	0.0993686759
625	0.09935713851
626	0.09928310436
627	0.09918683508
628	0.09911230336
629	0.09909528235
630	0.0990852895
631	0.09901045716
632	0.09894153346
633	0.09881289109
634	0.09871117965
635	0.09863919797
636	0.09849281933
637	0.0984798929
638	0.09830551562
639	0.09826589667
640	0.0982557898
641	0.09813853969
642	0.09800031911
643	0.09787399872
644	0.0977796057
645	0.09776808905
646	0.09775844864
647	0.0976761735
648	0.09756708145
649	0.09745670402
650	0.09744858742
651	0.09739535788
652	0.09737500937
653	0.0973660013
654	0.09717758842
655	0.09712650465
656	0.0969764357
657	0.09696610078
658	0.09684770004
659	0.09672142112
660	0.09645818627
661	0.09630725695
662	0.09629736776
663	0.09611828431
664	0.09608497827
665	0.09597662221
666	0.09596577935
667	0.09581138777
668	0.09578675809
669	0.09577397678
670	0.09576444004
671	0.09571181173
672	0.09570198474
673	0.09560481362
674	0.09550393146
675	0.09543528764
676	0.0954268186
677	0.0953051111
678	0.09521092539
679	0.09520272587
680	0.09502012833
681	0.09495842975
682	0.0949069728
683	0.09481508836
684	0.09480675407
685	0.09469605529
686	0.09467956294
687	0.09452983607
688	0.09444633774
689	0.0943128959
690	0.0942562974
691	0.09424033372
692	0.09415761284
693	0.09409802893
694	0.09393873422
695	0.09369653204
696	0.09368901667
697	0.09359662429
698	0.09358764731
699	0.09349872755
700	0.09341799695
701	0.09340233388
702	0.09317739114
703	0.0930103841
704	0.09300124127
705	0.09299264783
706	0.09297976287
707	0.0928381215
708	0.09280275262
709	0.09278703773
710	0.09272436474
711	0.09266003318
712	0.09262934975
713	0.09246781598
714	0.09224265555
715	0.09222795652
716	0.09222053445
717	0.09210185383
718	0.09183849459
719	0.09162594961
720	0.09144880461
721	0.09136647763
722	0.09130641688
723	0.09129205994
724	0.09128263722
725	0.09115281312
726	0.09102162071
727	0.09093528209
728	0.09087875615
729	0.09076531037
730	0.09075737
731	0.09068455903
732	0.09058695254
733	0.09039718172
734	0.09038798705
735	0.09021259391
736	0.09020382425
737	0.09002782988
738	0.09001430221
739	0.08989290569
740	0.08988705925
741	0.08980272127
742	0.08964961508
743	0.0896250476
744	0.08953755835
745	0.08943788902
746	0.0893595115
747	0.08935346811
748	0.08919369656
749	0.08917060106
750	0.08902580842
751	0.08901758816
752	0.08898461383
753	0.08896234761
754	0.08881125243
755	0.08866473903
756	0.0886576383
757	0.0886323452
758	0.08852391658
759	0.088494985
760	0.08832722125
761	0.08832003759
762	0.0881863055
763	0.08817287113
764	0.08799467916
765	0.08787681745
766	0.08781585486
767	0.08767895077
768	0.0876709171
769	0.08759457132
770	0.08758051499
771	0.08757483441
772	0.08755391577
773	0.0874554178
774	0.08736231016
775	0.08726105483
776	0.08717614671
777	0.08709405816
778	0.086923734
779	0.08685419352
780	0.08683285506
781	0.08675748887
782	0.08660914587
783	0.08660280186
784	0.08649645681
785	0.08649015427
786	0.08648405904
787	0.08641898632
788	0.08629126134
789	0.08619217251
790	0.08609705904
791	0.08594228392
792	0.08593360756
793	0.08592015764
794	0.08570047047
795	0.08560241824
796	0.08550965268
797	0.08550286293
798	0.08539861182
799	0.08531740437
800	0.08530273645
801	0.08527847477
802	0.08520058445
803	0.08514504847
804	0.0849847068
805	0.08493941763
806	0.08493354528
807	0.08487569767
808	0.08474262901
809	0.08459589792
810	0.0845882478
811	0.08455996928
812	0.08444058895
813	0.08440981222
814	0.08435936078
815	0.08416459871
816	0.0840835053
817	0.08400149449
818	0.08380859831
819	0.08367116037
820	0.08366535539
821	0.08359463319
822	0.08358892669
823	0.08353897281
824	0.08350865219
825	0.08336535226
826	0.08333731734
827	0.08325780475
828	0.08325052261
829	0.08304643113
830	0.08303941333
831	0.08297392078
832	0.08283045499
833	0.08275709982
834	0.08262340919
835	0.08253970353
836	0.0824702719
837	0.0824589833
838	0.08228651337
839	0.08227934008
840	0.08225563298
841	0.08209109825
842	0.0820097716
843	0.08199767963
844	0.08189685448
845	0.0818475744
846	0.08184295115
847	0.08174997827
848	0.08172980599
849	0.08156652036
850	0.08144009113
851	0.08138447223
852	0.08122679462
853	0.08115859654
854	0.0810398278
855	0.08103434936
856	0.0809808192
857	0.08096966536
858	0.08082818467
859	0.080764926
860	0.08071469224
861	0.08063958002
862	0.08062874753
863	0.08055180052
864	0.08051433771
865	0.08050964708
866	0.08044914059
867	0.08040221359
868	0.0802801381
869	0.08020022123
870	0.08011735522
871	0.07998534907
872	0.07997188361
873	0.07991067223
874	0.07978968517
875	0.07974236944
876	0.07973790687
877	0.07965921837
878	0.07961317767
879	0.07959083889
880	0.07953197541
881	0.07947919161
882	0.07935983202
883	0.07933880972
884	0.07929289859
885	0.0791586793
886	0.07915385391
887	0.0791298462
888	0.07911109924
889	0.07902278071
890	0.07901840625
891	0.07885888348
892	0.07884832569
893	0.07873143839
894	0.07872632275
895	0.0786008472
896	0.07854794419
897	0.07846500044
898	0.07837665599
899	0.07827544731
900	0.078225991
901	0.07814679975
902	0.07800908192
903	0.07800417361
904	0.07798243606
905	0.0778826216
906	0.07784416365
907	0.07771249958
908	0.07768538206
909	0.07762788171
910	0.07761947487
911	0.07744371891
912	0.07740760886
913	0.07738714114
914	0.07734917039
915	0.07733848302
916	0.0772962311
917	0.07717656571
918	0.07714075628
919	0.07713252565
920	0.07709631713
921	0.07692042641
922	0.0767724514
923	0.07676285764
924	0.0766809194
925	0.07667614066
926	0.07655978203
927	0.07647510197
928	0.07634067017
929	0.07621580103
930	0.07621098601
931	0.07618674506
932	0.07613760492
933	0.07603853164
934	0.07592818011
935	0.07592213672
936	0.07587965675
937	0.07578376065
938	0.07571581136
939	0.07570618132
940	0.07560695773
941	0.07548918931
942	0.07548451424
943	0.07537369106
944	0.07534340672
945	0.07525073964
946	0.07515366181
947	0.07514831294
948	0.07498321326
949	0.07494685443
950	0.07487934569
951	0.07482590883
952	0.07482013495
953	0.07478335629
954	0.07468516412
955	0.07463948623
956	0.07446699557
957	0.07446261593
958	0.07441562155
959	0.07434552649
960	0.07428809871
961	0.0742090474
962	0.07410541825
963	0.07407490067
964	0.07404010192
965	0.07393926641
966	0.07388905857
967	0.07386429414
968	0.07385930808
969	0.07385440495
970	0.07383560098
971	0.07367165192
972	0.07364022213
973	0.07359845742
974	0.07349666305
975	0.07347443311
976	0.07344067615
977	0.07343195314
978	0.07341121591
979	0.07324496041
980	0.07320637288
981	0.07315438727
982	0.07305381609
983	0.07304905808
984	0.07299427364
985	0.07291466775
986	0.07291075458
987	0.07281480146
988	0.07280550832
989	0.07280198387
990	0.07274501738
991	0.07270165112
992	0.0726674847
993	0.07253182453
994	0.07249771512
995	0.07245865075
996	0.07245506411
997	0.07242786366
998	0.07236171805
999	0.07234827332
